strike,net_gex,call_gex,put_gex,call_oi,put_oi,total_oi,avg_iv,key,futures_level
6.0,-891.565980111739,58.15190606441386,-949.7178861761529,19,546,565,1.9195471055573226,natgas,1.6109299389538867
7.0,-1063.0450260223784,713.0919142997282,-1776.1369403221067,825,798,1623,1.6050157222783563,natgas,1.8972040050374814
7.5,-65.70544830772045,73.00156997379446,-138.7070182815149,11,22,33,1.456253234375,natgas,2.041305813443661
8.0,-19662.644507565383,2917.7306261607305,-22580.375133726113,1281,3815,5096,0.9496667262514432,natgas,2.1859962380033098
8.5,-2144.0608588347923,153.5780206764772,-2297.6388795112694,13,199,212,0.9310852873883928,natgas,2.3312406252545586
9.0,1032481.2490359069,1462508.3669492335,-430027.11791332654,81001,26806,107807,0.5112469884703376,natgas,2.4770082885797495
9.5,-38318.81546676377,85685.47947090314,-124004.29493766691,2597,3957,6554,0.4366021732583913,natgas,2.623271857936853
10.0,299215.07518855226,1245024.2422047097,-945809.1670161573,27522,22860,50382,0.3829451761075428,natgas,2.770006764974441
10.5,290310.3475661607,353598.89648438065,-63288.54891821992,6416,1200,7616,0.4072129082083702,natgas,2.9171908299477316
11.0,965255.1386391035,1027043.2421262424,-61788.103487138804,36511,2146,38657,0.4576060147181579,natgas,3.064803926394895
11.5,36961.27616594951,37612.975806161194,-651.6996402116821,2218,31,2249,0.5243313181116845,natgas,3.212827706050424
12.0,209125.95422538335,222694.02761564494,-13568.073390261616,16919,843,17762,0.6257261358237267,natgas,3.361245371015075
12.5,1158.0578735915947,1158.0578735915947,0.0,95,0,95,0.679564054008484,natgas,3.510041483425713
13.0,109494.734318103,110466.81098280835,-972.0766647053591,13732,105,13837,0.7805028607310567,natgas,3.6592018051940993
13.5,1264.3690089030367,1264.3690089030367,0.0,239,0,239,0.7838563281250001,natgas,3.8087131620864434
14.0,41851.97038235562,45042.019168155406,-3190.04878579979,8519,432,8951,0.8958900065732003,natgas,3.9585633276792915
14.5,1492.4415207941565,1492.4415207941565,0.0,364,0,364,1.0286491536458335,natgas,4.108740923676891
