strike,net_gex,call_gex,put_gex,call_oi,put_oi,total_oi,avg_iv,key,futures_level
32.0,255.69146314778453,255.69146314778453,0.0,103.0,0.0,103.0,1.6592512688040735,silver,36.64073554362449
32.5,-108.13670442008262,28.065610855317495,-136.2023152754001,11.0,65.0,76.0,1.5884108671891688,silver,37.18881084607918
33.0,-101.37588072551956,31.46330505251696,-132.83918577803652,12.0,97.0,109.0,1.4959752179872992,silver,37.7365290135325
33.5,6.706153302880173,21.552170253866716,-14.846016950986543,8.0,11.0,19.0,1.4507456699550154,silver,38.283895685000196
34.0,-237.8540144808802,0.0,-237.8540144808802,0.0,165.0,165.0,1.3437532812499997,silver,38.830916327638406
34.5,-592.3675034884084,5.685681222064045,-598.0531847104725,2.0,389.0,391.0,1.3768628936016558,silver,39.37759624443152
35.0,-1183.3827544345052,297.36898920562066,-1480.7517436401258,61.0,928.0,989.0,1.5928476857185363,silver,39.92394058142968
35.5,-48.75007194982203,0.0,-48.75007194982203,0.0,28.0,28.0,1.2500037499999999,silver,40.46995433456843
36.0,-2105.8889626192054,73.85693070884714,-2179.7458933280527,24.0,1179.0,1203.0,1.2682667520344257,silver,41.01564235610005
36.5,-2748.4753830961267,0.0,-2748.4753830961267,0.0,1402.0,1402.0,1.1875040625,silver,41.56100936066393
37.0,-681.7932735014948,55.090292177621414,-736.8835656791163,17.0,355.0,372.0,1.1972456182801723,silver,42.10605993102084
37.5,-11460.534265477694,109.69061498181007,-11570.224880459504,33.0,5272.0,5305.0,1.1621210632717611,silver,42.650798523473945
38.0,-514.3688451540694,0.0,-514.3688451540694,0.0,222.0,222.0,1.09375453125,silver,43.195229472997745
38.5,-4354.850915076568,0.0,-4354.850915076568,0.0,1783.0,1783.0,1.0625046875000002,silver,43.73935699809421
39.0,-1411.5049982259984,35.78617386854272,-1447.291172094541,10.0,563.0,573.0,1.0581895421636105,silver,44.28318520539396
39.5,-12982.442832742467,0.0,-12982.442832742467,0.0,4806.0,4806.0,1.000005,silver,44.82671809401917
40.0,-7156.914372012447,7746.172783801056,-14903.087155813504,2019.0,5562.0,7581.0,1.1191671382039785,silver,45.36995955972303
40.5,-2721.0440684112914,275.97050063646617,-2997.0145690477575,72.0,1010.0,1082.0,0.9562413068640232,silver,45.91291339882032
41.0,-269.0584522829288,78.30035308418205,-347.35880536711085,20.0,112.0,132.0,0.9226596856009961,silver,46.45558331192168
41.5,-531.1214073570189,47.93233373281964,-579.0537410898386,12.0,179.0,191.0,0.889263099745512,silver,46.99797290748386
42.0,-9091.0172121316,256.3911041112279,-9347.408316242829,63.0,2456.0,2519.0,0.8638529465186596,silver,47.54008570518709
42.5,-587.9411498984206,575.3936489271151,-1163.3347988255357,139.0,293.0,432.0,0.8307936554801464,silver,48.081925139149945
43.0,-2629.0686041470003,1235.3443034234579,-3864.412907570458,294.0,935.0,1229.0,0.7978848360693456,silver,48.623494560991375
