strike,net_gex,call_gex,put_gex,call_oi,put_oi,total_oi,avg_iv,key,futures_level
6.0,-1526.165885496638,28.453025124470212,-1554.6189106211084,18.0,546.0,564.0,1.3999690385764836,natgas,1.6178705958081732
7.0,1315.5796896535803,4005.008736285693,-2689.429046632113,798.0,593.0,1391.0,1.444290639626503,natgas,1.904621221952848
7.5,-57.640141266332684,14.842664283854981,-72.48280555018766,7.0,21.0,28.0,0.9806779299330711,natgas,2.048922040027831
8.0,-9088.67285646124,8097.2762048219965,-17185.949061283238,1133.0,3438.0,4571.0,0.8210990540715627,natgas,2.1937873767756533
8.5,-1439.1717983301382,103.75009865864513,-1542.9218969887834,12.0,181.0,193.0,0.6223634447073937,natgas,2.3391839088781685
9.0,914584.5348177479,1070273.0469411374,-155688.5121233895,77303.0,10757.0,88060.0,0.6505720431569645,natgas,2.4850821323748415
9.5,-7357.8143620228775,45914.55381152881,-53272.368173551695,1872.0,2507.0,4379.0,0.44495983518968923,natgas,2.631455736067878
10.0,-582108.0055743505,703594.9189960941,-1285702.9245704447,19979.0,35568.0,55547.0,0.3891045056290286,natgas,2.7782811054583405
10.5,232633.41101316927,343166.12305012834,-110532.71203695904,4578.0,1070.0,5648.0,0.3555565943419933,natgas,2.925536924819763
11.0,1045523.6895154626,1108766.102014082,-63242.412498619306,28939.0,1700.0,30639.0,0.3565871473596646,natgas,3.073203854222977
11.5,30505.975599448946,31183.972921379573,-677.9973219306271,1340.0,32.0,1372.0,0.40948486087083813,natgas,3.2212642646142253
12.0,231906.36712819492,247000.18263129843,-15093.815503103515,13074.0,783.0,13857.0,0.5441595321765542,natgas,3.369702018430805
12.5,1206.5203275338993,1206.5203275338993,0.0,89.0,0.0,89.0,0.6528176917999982,natgas,3.5185022863481383
13.0,104988.74699102732,105750.21275037396,-761.4657593466337,12079.0,90.0,12169.0,0.6234062783885003,natgas,3.6676513929951096
13.5,623.06256073782,623.06256073782,0.0,138.0,0.0,138.0,0.7682333203125001,natgas,3.817136686116594
14.0,29063.379583205624,32672.57919590046,-3609.1996126948334,5865.0,435.0,6300.0,0.6991653433465959,natgas,3.9669464248805877
14.5,437.44679535986756,437.44679535986756,0.0,64.0,0.0,64.0,1.1933889506252606,natgas,4.1170696839428835
15.0,25519.786937000492,25867.413291903624,-347.62635490313056,6811.0,53.0,6864.0,0.8694237030140558,natgas,4.2674962705779755
