strike,net_gex,call_gex,put_gex,call_oi,put_oi,total_oi,avg_iv,key,futures_level
235.0,48.47023405321454,64.3148784018038,-15.844644348589252,3,7,10,2.7381659075963496,gold,2722.9990084953247
240.0,112.14482328646069,117.03446881829844,-4.8896455318377425,3,2,5,2.8281279296874997,gold,2776.0107273927183
245.0,-88.11225227465968,0.0,-88.11225227465968,0,22,22,1.5996139746093747,gold,2828.9295474955525
250.0,191.69048030522816,244.9154025028226,-53.22492219759441,7,11,18,1.8961698584461213,gold,2881.7575228239803
255.0,12.097670623588805,32.34503518416281,-20.247364560574006,1,5,6,1.4718242899489404,gold,2934.4966218338795
260.0,6.966755724518272,51.43798043608655,-44.471224711568276,1,7,8,1.4588181735634802,gold,2987.1487325883536
265.0,35.91922131180459,52.24537056808458,-16.326149256279987,1,3,4,1.400201807170709,gold,3039.715667523246
270.0,37.43640076796214,60.13107735549398,-22.69467658753183,1,15,16,1.285581224641005,gold,3092.1991678456184
275.0,7.944340591430663,61.492215238926185,-53.54787464749552,1,12,13,1.8203388461740813,gold,3144.6009075997076
280.0,-47.9180013114659,197.00043298355433,-244.91843429502023,3,23,26,1.5376911395549773,gold,3196.9224974311105
285.0,-171.9426879575206,75.21080817868639,-247.153496136207,1,67,68,1.1669789357097944,gold,3249.165488076567
290.0,-1267.3697709760063,77.32200550265242,-1344.6917764786588,1,115,116,1.14963032850186,gold,3301.3313736038117
295.0,-233.962934575557,0.0,-233.962934575557,0,268,268,0.9218787500000001,gold,3353.4215944233983
300.0,362.23462363559986,1083.9580152446636,-721.7233916090637,41,990,1031,1.1111621847283841,gold,3405.4375400921263
305.0,-599.321523026361,91.06235927978825,-690.3838823061492,1,60,61,1.0121689346051215,gold,3457.3805519257353
310.0,-2967.4481106828107,0.0,-2967.4481106828107,0,212,212,0.93750359375,gold,3509.2519254367476
315.0,-3149.6326341420154,211.1814795483456,-3360.8141136903614,2,187,189,0.9029568020898103,gold,3561.05291261179
320.0,-80370.83683268922,239.29048023374853,-80610.12731292297,2,7743,7745,1.0245112565011978,gold,3612.78472404136
325.0,-111536.17067287696,460.6406496297516,-111996.81132250672,9,7297,7306,0.9437937689691783,gold,3664.448530913727
330.0,-2919.6781100332205,2049.4490966196245,-4969.127206652845,26,205,231,0.8893947509460449,gold,3716.045466883618
335.0,-3045.1378199370656,2809.6985155537614,-5854.836335490827,36,218,254,0.7935883892214299,gold,3767.5766298253097
340.0,-94401.5266759366,3682.2023171009296,-98083.72899303754,42,4433,4475,0.7535972409796715,gold,3819.0430834789086
345.0,-63119.97621442372,16.158175166620417,-63136.134389590334,3,1879,1882,0.6208603550362587,gold,3870.4458589977908
346.0,-22141.16010987282,2000.2318192734417,-24141.391929146263,21,299,320,0.7314210151660441,gold,3880.71886125957
347.0,-4505.664356923981,751.3913314322579,-5257.0556883562385,5,371,376,0.7463958723902703,gold,3890.989364346849
348.0,-2463.9493965472566,162.2831051837869,-2626.232501731043,1,55,56,0.8508269824798904,gold,3901.257376067245
349.0,-4357.447962781059,0.0,-4357.447962781059,0,92,92,0.67383138671875,gold,3911.5229041816187
350.0,-171469.9832871222,856.7324197017572,-172326.71570682398,39,3743,3782,0.5803892854729295,gold,3921.78595640449
351.0,-23703.1927232305,2614.2714505833205,-26317.46417381382,27,340,367,0.6699194274681807,gold,3932.0465404044476
352.0,-11572.413866897952,3128.4347848691614,-14700.848651767114,22,193,215,0.6623527365213633,gold,3942.304663804548
353.0,-1184.687397600712,2922.2454317819497,-4106.932829382662,74,84,158,0.6646539969533682,gold,3952.5603341827177
354.0,-397.0042330379033,3636.4911967321095,-4033.4954297700133,18,81,99,0.7164844013464451,gold,3962.813559072147
355.0,-68773.738003973,5002.254575633162,-73775.99257960617,42,1209,1251,0.5699179537579417,gold,3973.064345961681
356.0,-5705.586745822845,3526.9220982786824,-9232.508844101527,19,176,195,0.6132656239792278,gold,3983.3127022961994
357.0,-7600.228237108448,72.88334438254938,-7673.111581490997,2,133,135,0.5696884131797155,gold,3993.558635477005
358.0,2074.5116790783186,10390.923549134992,-8316.411870056672,68,121,189,0.6075470890494188,gold,4003.8021528621944
359.0,-7856.910997899849,377.5160466724117,-8234.427044572261,14,102,116,0.5606634747028351,gold,4014.0432617670326
360.0,-83100.15490139698,15528.829395769764,-98628.98429716674,129,933,1062,0.5669044755589961,gold,4024.2819694643213
361.0,1657.0162549525717,8665.68417681933,-7008.667921866759,43,72,115,0.5836703952516828,gold,4034.518283184761
362.0,-7662.705276461919,1721.597711319897,-9384.302987781815,6,101,107,0.6124078779629867,gold,4044.7522101173095
363.0,-33155.31500673485,875.6796126642489,-34030.9946193991,3,589,592,0.5902230118707815,gold,4054.9837574095436
364.0,-24243.33159451263,5345.703827040395,-29589.035421553024,32,224,256,0.5468626367507662,gold,4065.2129321680036
365.0,-180330.55264296263,15882.395964778252,-196212.9486077409,70,1774,1844,0.5146980977609754,gold,4075.439741458544
366.0,-66340.84219608354,11381.810533177359,-77722.6527292609,45,1049,1094,0.5312497362674986,gold,4085.6641923066795
367.0,-12263.927572534567,1241.7284209595414,-13505.655993494107,11,152,163,0.5279161916132769,gold,4095.886291697919
368.0,-18624.343495885092,9662.817494816403,-28287.160990701497,43,287,330,0.51174242401668,gold,4106.106046578108
369.0,-56914.41378725576,25723.905793449238,-82638.319580705,197,785,982,0.4885997383638223,gold,4116.323463853757
370.0,-241128.01993755094,75056.56644155458,-316184.5863791055,463,2044,2507,0.4713791780455907,gold,4126.538550392371
371.0,67629.87214668185,93038.90715536043,-25409.035008678584,3449,413,3862,0.4376211851498485,gold,4136.751313022778
