strike,net_gex,call_gex,put_gex,call_oi,put_oi,total_oi,avg_iv,key,futures_level
13.0,-8.710931339054197,0.0,-8.710931339054197,0,1,1,0.9179695703125,corn,332.69378899068823
14.0,-119.48105822694289,181.27504648800408,-300.75610471494696,18,27,45,0.8987661474609374,corn,361.1239518859681
15.0,1902.5139118933869,4833.761241416977,-2931.2473295235905,339,297,636,0.43498383217239384,corn,389.77133979350134
16.0,3819.950604450597,5898.438899559391,-2078.4882951087934,477,120,597,0.41263286644220354,corn,418.62294691838923
17.0,43647.32231649256,54348.43386130646,-10701.111544813908,2829,516,3345,0.3554841752868891,corn,447.66731507847305
18.0,125009.59353550077,159086.78375979405,-34077.190224293256,3713,787,4500,0.26449116624525615,corn,476.8942687680172
19.0,94417.36984426503,388884.9878344898,-294467.6179902248,4790,3930,8720,0.19752510817348956,corn,506.2947078729536
20.0,2042856.0278699577,2140504.2378499373,-97648.20997997938,21147,1046,22193,0.19982561078667638,corn,535.8604430975668
21.0,650014.5707781195,660819.4126781112,-10804.841899991628,8957,150,9107,0.2189547261595726,corn,565.584063592781
22.0,692153.0329803432,695335.1180700836,-3182.085089740404,14162,68,14230,0.29502058053414026,corn,595.4588292428801
23.0,255313.55925256186,258170.03834294598,-2856.4790903841085,8510,90,8600,0.3735304063173703,corn,625.4785820990709
24.0,97796.9878238809,97796.9878238809,0.0,4886,0,4886,0.3189970957032839,corn,655.6376728676563
25.0,356062.04610230145,356086.7023789153,-24.65627661380617,22352,1,22353,0.3758410101276636,corn,685.9308993701675
26.0,18017.887320754628,18017.887320754628,0.0,961,0,961,0.43701734863281244,corn,716.3534546226902
27.0,34911.514979477804,34911.514979477804,0.0,2482,0,2482,0.40760143313527103,corn,746.9008827171165
28.0,67096.82917708588,67096.82917708588,0.0,5084,0,5084,0.570316796875,corn,777.5690410852602
